,,,source,author,title,description,url,urlToImage,publishedAt,content,category,country
,,,"{'id': None, 'name': 'Newskarnataka.com'}",,"Decoded: How Botox drug enters brain cells, causes paralysis - News Karnataka","Scientists have decoded how injections from Botox drug, majorly used to smoothen wrinkles and reverse ageing, are able to breach brain cells, leading to paralysis",https://newskarnataka.com/life-style/health/decoded-how-botox-drug-enters-brain-cells-causes-paralysis/30052023,https://newskarnataka.com/wp-content/uploads/2022/07/New-Project-2022-07-21T212413.187.png,2023-05-30T04:41:20Z,"Sydney: Scientists have decoded how injections from Botox drug, majorly used to smoothen wrinkles and reverse ageing, are able to breach brain cells, leading to paralysis or even death.
The injectabâ€¦ [+1922 chars]",health,in
,,,"{'id': None, 'name': 'YouTube'}",,How screen time can impact eye health of children as nearsightedness increases - KMTV 3 News Now,,https://www.youtube.com/watch?v=lU3rluDYlTY,,2023-05-30T03:53:15Z,"Your browser isnt supported anymore. Update it to get the best YouTube experience and our latest features. Learn more
Remind me later",health,in
,,,"{'id': None, 'name': 'The Indian Express'}",The Indian Express,Express View: The beauty of the night sky deserves to be more than a memory - The Indian Express,,https://indianexpress.com/article/opinion/editorials/express-view-the-beauty-of-the-night-sky-deserves-to-be-more-than-a-memory-8635579/,,2023-05-30T00:42:02Z,,health,in
,,,"{'id': None, 'name': 'Tech Explorist'}",Dr. Prajakta Banik,Poor eating habits in college can lead to long-term health problems - Tech Explorist,Obesity-related eating behaviors a major public health concern.,https://www.techexplorist.com/poor-eating-habits-college-lead-long-term-health-problems/60798/,https://www.techexplorist.com/wp-content/uploads/2023/05/Poor-eating-habbit.jpg,2023-05-29T16:46:34Z,"The significance of healthy eating habits for students cannot be overstated, as poor dietary choices can have lasting consequences on their well-being. The impact of inadequate nutrition extends far â€¦ [+4147 chars]",health,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT Brand Studio,Women's Health Day: Advice from Top Gynaecologists on Rising Infertility Rates - Hindustan Times,"With advancements in medical science, there is renewed hope for those yearning to embrace the joys of parenthood.",https://www.hindustantimes.com/brand-stories/womens-health-day-advice-from-top-gynaecologists-on-rising-infertility-rates-101684503355772.html,https://www.hindustantimes.com/ht-img/img/2023/05/29/1600x900/Screenshot_2023-05-29_182120_1685364794864_1685364801830.png,2023-05-29T14:32:33Z,"New Delhi (India), May 29: On this Women's Health Day, we embark on a journey that explores the profound impact infertility has on countless women and couples worldwide. The longing for a child, an iâ€¦ [+12470 chars]",health,in
,,,"{'id': None, 'name': 'India Today'}",Sonali Acharjee,"How to make quitting smoking, tobacco use possible - India Today",Experts say a multi-pronged therapy works best and the risk of relapse is the minimum after abstaining for two years,https://www.indiatoday.in/india-today-insight/story/how-to-make-quitting-smoking-tobacco-use-possible-2386089-2023-05-29,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202305/no-smoking-getty-sixteen_nine.jpg?VersionId=nSNJnF09ReGPNze3nKOJtVhVO.7UHPr_,2023-05-29T13:57:12Z,"Tobacco use remains a severe health problem in India. Dr Niti Sapru, psychiatrist at Holy Family Hospital, Mumbai, on why stopping use of tobacco should be a two-pronged approach.
Tobacco use still â€¦ [+3723 chars]",health,in
,,,"{'id': None, 'name': 'The Indian Express'}",Lifestyle Desk,From causes to diagnosis and things to avoid â€” all your questions about fatty liver disease answered - The Indian Express,"""Alcohol usage and non-alcoholic fatty liver disease are the two most frequent causes of fatty liver,"" said Dr Bipin Vibhute, Liver and Multi-organ Transplant and Hepatobiliary Surgeon, Sahyadri Hospitals, Pune",https://indianexpress.com/article/lifestyle/health/reverse-fatty-liver-lifestyle-changes-8632046/,https://images.indianexpress.com/2023/05/how-to-reverse-fatty-liver.jpg,2023-05-29T13:30:46Z,"Fatty liver disease is a chronic condition that is diagnosed when excess fat gets accumulated in the liver, which usually happens due to unhealthy lifestyle and diet choices or excessive alcohol consâ€¦ [+3868 chars]",health,in
,,,"{'id': None, 'name': 'Healthnews.com'}",Healthnews.com,Frequent UTIs During Menopause: Is It Normal? | HealthNews - Healthnews.com,,https://healthnews.com/womens-health/menopause/frequent-utis-during-menopause-is-it-normal/,,2023-05-29T13:24:02Z,,health,in
,,,"{'id': None, 'name': 'The Indian Express'}",The Indian Express,Eating mistakes which can lead to diabetes - The Indian Express,,https://indianexpress.com/web-stories/wellness/eating-mistakes-which-can-lead-to-diabetes/,,2023-05-29T13:14:51Z,,health,in
,,,"{'id': None, 'name': 'Deccan Herald'}",,"Ostarine (MK-2866) SARMs: Side Effects, Dosage and Before and After Results - Deccan Herald",My Experience with Ostarine How I Learned About Ostarine?,https://www.deccanherald.com/brandspot/sponsored/ostarine-mk-2866-sarms-side-effects-dosage-and-before-and-after-results-1223026.html,https://www.deccanherald.com/sites/dh/files/Pict%20Ostarine-1223026-1685363486.jpg,2023-05-29T12:31:26Z,"My Experience with Ostarine
How I Learned About Ostarine?
MK 2886 Ostarine: I was looking for some legal steroids online when I came across some reviews about substances that can boost muscle growtâ€¦ [+23968 chars]",health,in
,,,"{'id': None, 'name': 'The Indian Express'}",Dr Anil Dâ€™Cruz,How a doctor learnt to innovate when a 73-year-old with simple jaw pain was found to have advanced head and neck cancer - The Indian Express,"We planned â€œcommando operationâ€, which involved the removal of the jaw and neck tissue followed by plastic surgery reconstruction. She also had aortic stenosis with a Balloon Aortic Valvulotomy (BAV) on standby as a rescue measure in case of cardiac events duâ€¦",https://indianexpress.com/article/health-wellness/doctor-innovate-73-year-old-with-simple-jaw-pain-was-found-to-have-advanced-head-and-neck-cancer-8635275/,https://images.indianexpress.com/2023/05/jaw-pain.jpg,2023-05-29T12:28:48Z,"In my years as an oncologist, I have come across many patients with diverse stories, and each case teaches us valuable lessons. One such case is of a 73-year-old woman who was referred for persistentâ€¦ [+6177 chars]",health,in
,,,"{'id': None, 'name': 'The Indian Express'}",shweta sandilya,Experts say sprinting â€˜comes with some concernsâ€™ for diabetics - The Indian Express,Experts say sprinting â€˜comes with some concernsâ€™ for diabetics,https://indianexpress.com/web-stories/wellness/experts-say-sprinting-comes-with-some-concerns-for-diabetics/,https://images.indianexpress.com/2023/05/RUNNING-1-2.jpg,2023-05-29T11:41:23Z,"That is because doing heavy-duty exercises, especially by diabetics who are not used to them, can precipitate heart attacks, warned Dr Subhendu Mohanty, interventional cardiologist, Sharda Hospital, â€¦ [+5 chars]",health,in
,,,"{'id': None, 'name': 'News-Medical.Net'}",,Passing on Polycystic Ovary Syndrome: Health risks for Male offspring of Women with PCOS - News-Medical.Net,"In this interview, we spoke to two researchers from the Karolinska Institutet about their latest work that investigated how PCOS can affect the health of future generations of men.",https://www.news-medical.net/news/20230529/Passing-on-Polycystic-Ovary-Syndrome-Health-risks-for-male-offspring-of-women-with-PCOS.aspx,https://d2jx2rerrg6sh3.cloudfront.net/images/news/ImageForNews_747383_16832917195339338.jpg,2023-05-29T10:55:00Z,"In this interview, we spoke to two researchers from the Karolinska Institutet about their latest work that investigated how PCOS can affect the health of future generations of men.Â 
Please could youâ€¦ [+8647 chars]",health,in
,,,"{'id': None, 'name': 'Devdiscourse'}",Devdiscourse News Desk,SpaceX launches new batch of Starlink satellites to orbit - Devdiscourse,Read more about SpaceX launches new batch of Starlink satellites to orbit on Devdiscourse,https://www.devdiscourse.com/article/technology/2470870-spacex-launches-new-batch-of-starlink-satellites-to-orbit,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/devnews/28_02_2023_10_33_43_09215.jfif?width=920&format=jpeg,2023-05-31T09:55:29Z,"On Tuesday, May 30 at 11:02 p.m. PT, SpaceX's Falcon 9 rocket lifted off from Space Launch Complex 4 East (SLC-4E) at Vandenberg Space Force Base, California, carrying 52 Starlink satellites to low-Eâ€¦ [+1694 chars]",science,in
,,,"{'id': None, 'name': 'The Weather Channel'}",The Weather Channel,Webb Spots 9600-KM-Long Water Plume Oozing From Saturn's Moon! | Weather.com - The Weather Channel,"JWST spotted a giant water vapour plume bursting out of Enceladus, spanning nearly 40 times larger than the moonâ€™s mean radius of 252 km, leaving scientists understandably puzzled.",https://weather.com/en-IN/india/space/news/2023-05-31-webb-spots-9600-km-long-water-plume-oozing-from-saturns-moon,https://s.w-x.co/in-water_plume_enceladus.jpg,2023-05-31T09:13:34Z,"It's always exciting when celestial bodies end up acting weird. This week, Enceladus Saturns tiny moon spanning a measly 500 kilometres in diameter has stolen the spotlight once again for its pimple-â€¦ [+2622 chars]",science,in
,,,"{'id': None, 'name': 'The Indian Express'}",The Indian Express,New technology can generate electricity from humidity in air - The Indian Express,,https://indianexpress.com/article/technology/science/technology-humidity-in-air-electricity-8638669/,,2023-05-31T09:09:52Z,,science,in
,,,"{'id': None, 'name': 'Advanced Science News'}",Andrey Feldman,Galactic clusters may be key to testing competing theories of dark matter and dark energy - Advanced Science News - Advanced Science News,Scientists propose a modified cosmological model that challenges the existence of dark matter and dark energy.,https://www.advancedsciencenews.com/galactic-clusters-may-be-key-to-testing-competing-theories-of-dark-matter-and-dark-energy/,https://www.advancedsciencenews.com/wp-content/uploads/2023/05/Re-Ionization-Galaxy_Evolution-tracking_shot-H264-720p.01327_print.jpg,2023-05-31T09:07:38Z,"Our current understanding of the evolution and structure of the cosmos relies on the assumption that gravity is described by Einsteins general theory of relativity, and that only about 5% of the massâ€¦ [+4689 chars]",science,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,NASA shares image of â€˜heart shapedâ€™ glacier on Pluto's surface - Indiatimes.com,Trending News: A a heart shaped glacier known as Tombaugh Regio found on Pluto's surface.,https://timesofindia.indiatimes.com/etimes/trending/nasa-shares-image-of-heart-shaped-glacier-on-plutos-surface/articleshow/100643482.cms,"https://static.toiimg.com/thumb/msid-100643574,width-1070,height-580,imgsize-71078,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-05-31T08:45:00Z,"'Pine Cone' is set to open South Asia's largest queer film festival, Kashish, on June 7, promising to captivate audiences with its layered love story of a gay man as he navigates through love, loss aâ€¦ [+9 chars]",science,in
,,,"{'id': None, 'name': 'NDTV News'}",,World's Deadliest 'Funnel-Web' Spider Can Change Potency Of Its Venom As Per Its Mood - NDTV,Dr Duran examined the venom produced by different species of funnel-web under different conditions.,https://www.ndtv.com/science/worlds-deadliest-funnel-web-spider-can-change-potency-of-its-venom-as-per-its-mood-4081554,https://c.ndtvimg.com/2023-05/hcd0ugf8_funnelweb-spider_625x300_31_May_23.jpg,2023-05-31T08:38:14Z,"The team of scientists tested four different species
Scientists have found that the venom of the world's deadliest spider, 'Funnel-webs' seems to vary depending on context.
According to the Australâ€¦ [+2229 chars]",science,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT Tech,NASA Astronomy Picture of the Day 31 May 2023: The history of our Universe - HT Tech,Todayâ€™s NASA Astronomy Picture of the Day is the computer simulation of our Universe as it developed throughout history.,https://tech.hindustantimes.com/tech/news/nasa-astronomy-picture-of-the-day-31-may-2023-the-history-of-our-universe-71685519900855.html,https://images.hindustantimes.com/tech/img/2023/05/31/1600x900/Untitled_design_1685520170254_1685520175262.jpg,2023-05-31T08:04:15Z,"The Universe is around 13.8 billion years old, although the exact age remains unknown. But how do experts calculate the age? According to NASA, astronomers can calculate the age of the Universe by loâ€¦ [+2059 chars]",science,in
,,,"{'id': None, 'name': 'Solarquarter.com'}",Sadhana Shenvekar,Empowering Solar Energy Transformation: Next-Generation PV Modules and Advanced Tracking Technology Illuminate the Way â€“ Ms. Sinu Pappan (Assistant General Manager â€“ Middle East) Powernsun - SolarQuarter,"Discover Middle East Powernsun, a leading company deeply involved in the growth of solar energy in the region. Explore their customized solutions, commitment to technological advancements, and the latest offerings from solar suppliers, driving the expansion oâ€¦",https://solarquarter.com/2023/05/31/empowering-solar-energy-transformation-next-generation-pv-modules-and-advanced-tracking-technology-illuminate-the-way-ms-sinu-pappan-assistant-general-manager-middle-east-powernsun/,https://solarquarter.com/wp-content/uploads/2023/05/sinu-mam-1.png,2023-05-31T07:09:50Z,"1) Can you give a summary of the Middle East Powernsun company and its distinguishing characteristics? Also, how deeply is Powernsun involved in the growth of Solar in the region?
Powernsun is a comâ€¦ [+3827 chars]",science,in
,,,"{'id': None, 'name': 'Wiley.com'}",John Wiley,Investigating local coordination and electronic nature of Cu centers in the copper complexes having aspartic and glutamic acids - John Wiley,,https://onlinelibrary.wiley.com/doi/10.1002/xrs.3369,,2023-05-31T06:26:37Z,,science,in
,,,"{'id': None, 'name': 'NDTV News'}",,Indian Scientists Find Alien Planet 13 Times Bigger Than Jupiter - NDTV,The planet is located 731 light years distant from Earth and revolves around its star every 7.24 days.,https://www.ndtv.com/science/indian-scientists-find-alien-planet-13-times-bigger-than-jupiter-4081170,https://i.ndtvimg.com/i/2017-06/earth-size-exoplanets-nasa_650x400_61497911142.jpg,2023-05-31T06:06:43Z,"The alien planet is found around the star called TOI4603 (Representational Image)
A team of scientists headed by Professor Abhijit Chakraborty of the Physical Research Laboratory (PRL), Ahmedabad haâ€¦ [+1755 chars]",science,in
,,,"{'id': None, 'name': 'India Today'}",India Today Science Desk,Watch SpaceX Dragon splashes down with four Ax-2 private astronauts - India Today,"It concluded the second space station mission organized, equipped, and trained entirely at private expense by Axiom.",https://www.indiatoday.in/science/story/watch-spacex-dragon-splashes-down-in-with-four-ax-2-private-astronauts-2386778-2023-05-31,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202305/ax-2_a_0-sixteen_nine.jpg?VersionId=h.E3ZZsMgSRW4EKaKjoeqj4iSo4GR9Tg,2023-05-31T06:04:21Z,By India Today Science Desk: Four astronauts part of the Axiom-2 private mission to the International Space Station returned to Earth in Dragon spacecraft. The SpaceX crew capsule splashed down off tâ€¦ [+2451 chars],science,in
,,,"{'id': None, 'name': 'Dovepress.com'}",Dove Press,Epigenetic toxicity mechanism of GO-AgNPs in mammary cells | IJN - Dove Medical Press,"Providing molecular insights into the responses to GO-AgNPs exposure in mammary cells based on global mRNAs, miRNAs, and circRNAs expression analyses.",https://www.dovepress.com/multiple-rna-profiling-reveal-epigenetic-toxicity-effects-of-oxidative-peer-reviewed-fulltext-article-IJN,https://www.dovepress.com/assets/img/addon/og_logo.png,2023-05-31T05:28:28Z,"Introduction
A wide variety of nanomaterials are either being used or are under investigation for their different industrial and biomedical uses as targeted drug delivery system, and antimicrobial aâ€¦ [+39490 chars]",science,in
,,,"{'id': None, 'name': 'NDTV News'}",,"'Mock' Alien Message Received From Mars From The First Time, Exercise On To Decode It - NDTV",The European Space Agency (ESA) said that the encoded message was beamed to Earth by its ExoMars Trace Gas Orbiter.,https://www.ndtv.com/science/mock-alien-message-received-from-mars-from-the-first-time-exercise-on-to-decode-it-4081069,https://c.ndtvimg.com/2022-12/hilpke9o_marslarge_625x300_09_December_22.jpg,2023-05-31T05:20:25Z,"The ESA spacecraft has been orbiting Mars since October 2016.
Humans have always been fascinated by space and the possibility of life on another planet other than Earth. Various space agencies acrosâ€¦ [+1797 chars]",science,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT Tech,"Asteroid 2012 KP24 on its way for close encounter with Earth, says NASA - HT Tech","A house-sized asteroid is hurtling towards Earth and could make a close approach as soon as today. NASA has revealed its details such as speed, distance, and more.",https://tech.hindustantimes.com/tech/news/asteroid-2012-kp24-on-its-way-for-close-encounter-with-earth-says-nasa-71685507896387.html,https://images.hindustantimes.com/tech/img/2023/05/31/1600x900/space-1728186_640_1685508037976_1685508045492.jpg,2023-05-31T04:41:13Z,Did you know that scientists study asteroids to learn more about the early solar system and the conditions that existed when the planets were forming? Asteroids can also provide valuable resources suâ€¦ [+2259 chars],science,in
,,,"{'id': None, 'name': 'Chemie.de'}",,For shorter approval times: New process simulates decomposition of too long stored drugs in 15 minutes - New approach represents a paradigm shift in the application of mechanochemical processes in organic chemistry - Chemie.de,"Before their approval, pharmaceuticals not only have to be tested for their effectiveness and safety, but also for their stability, since they are usually stored in pharmacies and private househol ...",https://www.chemeurope.com/en/news/1180624/for-shorter-approval-times-new-process-simulates-decomposition-of-too-long-stored-drugs-in-15-minutes.html,"https://img.chemie.de/Portal/News/6475b2ebcd7ac_8JyIZ8PTi.jpg?tr=w-3813,h-2859,cm-extract,x-86,y-0:n-xzoom",2023-05-31T03:53:41Z,"Before their approval, pharmaceuticals not only have to be tested for their effectiveness and safety, but also for their stability, since they are usually stored in pharmacies and private households â€¦ [+3786 chars]",science,in
,,,"{'id': None, 'name': 'Firstpost'}",,Scientists reveal Earth has a new â€œmoonâ€ that will stay with us for at least another 1500 years - msnNOW,Scientists reveal Earth has a new â€œmoonâ€ that will stay with us for at least another 1500 years,https://www.firstpost.com/world/scientists-discover-earth-has-a-new-moon-2023-fw13-that-will-stay-with-us-for-1500-years-12668862.html,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1bUHcN.img?h=315&w=600&m=6&q=60&o=t&l=f&f=jpg,2023-05-31T03:15:07Z,"Â© Provided by Firstpost
 Scientists reveal Earth has a new moon that will stay with us for at least another 1500 years
A recent study has unveiled that Earth possesses a new moon or rather a quasi-â€¦ [+4527 chars]",science,in
,,,"{'id': None, 'name': 'EastMojo'}",The Conversation,Why pain seems worse at night - EastMojo,The purpose of pain is to warn us that something is wrong; it is a survival mechanism that helps to keep us safe from dangers that may threaten our physical integrity. To use a simile: it is an alarm system that our brain has to tell us that we are at risk anâ€¦,http://www.eastmojo.com/features/2023/05/31/why-pain-seems-worse-at-night/,https://i0.wp.com/www.eastmojo.com/wp-content/uploads/2022/12/Untitled-design-2022-12-25T133831.977.png?fit=1200%2C675&ssl=1,2023-05-31T02:50:00Z,"As the song from the musical Les Miserables, based on the novel by Victor Hugo, says, But the tigers come at night, with their voices soft as thunder. Weve all been miserable at night, when we find oâ€¦ [+5933 chars]",science,in
,,,"{'id': None, 'name': 'Science Daily'}",,Light conveyed by the signal transmitting molecule sucrose controls growth of plant roots - Science Daily,Researchers shows how information about the quantity of absorbed light passes from the leaves to the roots. Photosynthetic sucrose not only supplies roots with carbohydrates but also acts as a signal transmitter for light-dependent root architecture.,https://www.sciencedaily.com/releases/2023/05/230530174307.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2023-05-31T02:36:33Z,Researchers shows how information about the quantity of absorbed light passes from the leaves to the roots. Photosynthetic sucrose not only supplies roots with carbohydrates but also acts as a signalâ€¦ [+2890 chars],science,in
,,,"{'id': None, 'name': 'Hindustan Times'}",AP,"UAE announces groundbreaking mission to asteroid belt, seeking clues to life's origins - HT Tech","Dubbed the Emirates Mission to the Asteroid Belt, the project aims to develop a spacecraft in the coming years and then launch it in 2028 to study various asteroids.",https://tech.hindustantimes.com/tech/news/uae-announces-groundbreaking-mission-to-asteroid-belt-seeking-clues-to-lifes-origins-71685466401134.html,https://images.hindustantimes.com/tech/img/2023/05/31/1600x900/asteroid_1677040099276_1685496016147.jpg,2023-05-31T01:24:02Z,"The United Arab Emirates unveiled plans Monday to send a spaceship to explore the solar system's main asteroid belt, the latest space project by the oil-rich nation after it launched the successful Hâ€¦ [+3892 chars]",science,in
,,,"{'id': None, 'name': 'YouTube'}",,NASA releases incredible space images - CityNews,"NASA's Webb telescope snaps some incredible images. Plus, shopping malls are taking aim at teens, and a Canadian wins a bizarre sporting event despite being ...",https://www.youtube.com/watch?v=BdzCzGdFsJY,https://i.ytimg.com/vi/BdzCzGdFsJY/maxresdefault.jpg,2023-05-30T22:57:53Z,,science,in
,,,"{'id': None, 'name': 'Newswise'}",Chinese Academy of Sciences,Hypernuclei flow seen in heavy-ion collisions - Newswise,"Chinese scientists at IMP and CAS witness the collective flow of hypernuclei in heavy-ion collisions, opening doors to explore Y-N interactions in dense nuclear",https://www.newswise.com/articles/hypernuclei-flow-seen-in-heavy-ion-collisions,https://www.newswise.com/legacy/image.php?image=&width=600&height=600,2023-05-30T20:50:00Z,Newswise â€” Scientists from the Institute of Modern Physics (IMP) of the Chinese Academy of Sciences (CAS) and their collaborators in the RHIC-STAR experiment have observed the collective flow of hypeâ€¦ [+3466 chars],science,in
,,,"{'id': None, 'name': 'Astronomy Magazine'}","Marcin Glowacki, The Conversation",Astronomers detected two major targets with a single telescope â€“ a mysterious signal and its source galaxy | Astronomy.com - Astronomy Magazine,"Astronomers have been working to better understand the galactic environments of fast radio bursts (FRBs) â€“ intense, momentary bursts of energy occurring in mere milliseconds and with unknown cosmic origins.",https://www.astronomy.com/observing/astronomers-detected-two-major-targets-with-a-single-telescope-a-mysterious-signal-and-its-source-galaxy/,https://www.astronomy.com/wp-content/uploads/sites/2/2023/05/Astronomy-magazine-logo.jpg?fit=940%2C380,2023-05-30T20:40:27Z,"Marcin Glowacki, Curtin University
Astronomers have been working to better understand the galactic environments of fast radio bursts (FRBs) intense, momentary bursts of energy occurring in mere millâ€¦ [+4842 chars]",science,in
,,,"{'id': None, 'name': 'Phys.Org'}",Science X,Software offers new way to listen for signals from the stars - Phys.org,"The Breakthrough Listen Investigation for Periodic Spectral Signals (BLIPSS), led by Akshay Suresh, Cornell doctoral candidate in astronomy, is pioneering a search for periodic signals emanating from the core of our galaxy, the Milky Way. The research aims toâ€¦",https://phys.org/news/2023-05-software-stars.html,https://scx2.b-cdn.net/gfx/news/2023/software-offers-new-wa-2.jpg,2023-05-30T19:24:03Z,"The Breakthrough Listen Investigation for Periodic Spectral Signals (BLIPSS), led by Akshay Suresh, Cornell doctoral candidate in astronomy, is pioneering a search for periodic signals emanating fromâ€¦ [+3745 chars]",science,in
,,,"{'id': None, 'name': 'Universe Today'}",Evan Gough,"A New Place to Search for Habitable Planets: ""The Soot Line."" - Universe Today",Exoplanets that form beyond their solar system's 'soot line' can have far more carbon than Earth. What does that mean for life?,https://www.universetoday.com/161593/a-new-place-to-search-for-habitable-planets-the-soot-line/,https://www.universetoday.com/wp-content/uploads/2023/05/the-search-for-habitable-planets-expands-Bergin_Carbonplanet_v6-scaled-1.jpg,2023-05-30T19:01:43Z,"The habitable zone is the region around a star where planets can maintain liquid water on their surface. Itâ€™s axiomatic that planets with liquid water are the best places to look for life, and astronâ€¦ [+12368 chars]",science,in
,,,"{'id': None, 'name': 'Space.com'}",John Loeffler,A massive sunspot is currently visible to the unaided eye. Here's how to see it safely before it's gone - Space.com,The new sunspot is 4 times the size of Earth.,https://www.space.com/sun-sunspot-unaided-eye-how-to-see-safely,https://cdn.mos.cms.futurecdn.net/c8wkQezPcwemJsMdLzjhQM-1200-80.jpg,2023-05-30T19:00:00Z,"Amateur astronomer Bum-Suk Yeom created this image using solar photography by NASA's Solar Dynamics Observatory, showing the size of sunspot AR3310. (Image credit: Bum-Suk Yeom)
If you're looking toâ€¦ [+3641 chars]",science,in
,,,"{'id': None, 'name': 'YouTube'}",,Science Launching on SpaceX's 28th Cargo Resupply Mission to the Space Station - NASA,The 28th SpaceX commercial resupply mission to the International Space Station (CRS-28) is scheduled to launch from NASAâ€™s Kennedy Space Center in Florida th...,https://www.youtube.com/watch?v=KMB9fvH-EsM,https://i.ytimg.com/vi/KMB9fvH-EsM/maxresdefault.jpg,2023-05-30T17:51:32Z,,science,in
,,,"{'id': None, 'name': 'Transcontinentaltimes.com'}",Russell Chattaraj,Study Finds One-Third of Red Dwarf Exoplanets Could Be Habitable - Transcontinental Times,"UNITED STATES: A groundbreaking study conducted by a team of U.S. astronomers has revealed that approximately one-third of the planets orbiting M dwarfs, commonly known as red dwarf stars, may reside within the coveted habitable zone. This discovery could havâ€¦",https://www.transcontinentaltimes.com/study-finds-1-3-red-dwarf-exoplanets/,https://www.transcontinentaltimes.com/wp-content/uploads/2023/05/Exoplanets-1.jpg,2023-05-30T17:26:27Z,"UNITED STATES: A groundbreaking study conducted by a team of U.S. astronomers has revealed that approximately one-third of the planets orbiting M dwarfs, commonly known as red dwarf stars, may resideâ€¦ [+3144 chars]",science,in
,,,"{'id': None, 'name': 'India Education Diary'}",iednewsdesk,University of Minnesota experts successfully used a first-of-its-kind technique to measure the expansion rate of the Universe - India Education Diary,"Thanks to data from a magnified supernova, a team led by University of Minnesota researchers has successfully used a first-of-its-kind technique to measure the expansion rate of the Universe. Their data provide insight into a longstanding debate in t",https://indiaeducationdiary.in/university-of-minnesota-experts-successfully-used-a-first-of-its-kind-technique-to-measure-the-expansion-rate-of-the-universe/,https://indiaeducationdiary.in/wp-content/uploads/2023/05/Supernova-2014_900x600.jpg,2023-05-30T17:09:14Z,"Thanks to data from a magnified supernova, a team led by University of Minnesota researchers has successfully used a first-of-its-kind technique to measure the expansion rate of the Universe. Their dâ€¦ [+3240 chars]",science,in
,,,"{'id': None, 'name': 'ANI News'}",,Researchers imaged biological specimens with X-rays without damage - ANI News,"A pollen particle revealing the nanofoam within, or a diatom with the various geometric features inside clearly visible: Using high-energy X-rays from DESY's PETRA III synchrotron light source, a team lead by CFEL scientists Saa Bajt and Henry Chapman was ablâ€¦",https://www.aninews.in/news/science/researchers-imaged-biological-specimens-with-x-rays-without-damage20230530223648,https://d3lzcn6mbbadaf.cloudfront.net/media/details/ANI-20230530165929.jpg,2023-05-30T17:07:36Z,"Hamburg [Germany], May 30 (ANI): A pollen particle revealing the nanofoam within, or a diatom with the various geometric features inside clearly visible: Using high-energy X-rays from DESY's PETRA IIâ€¦ [+5762 chars]",science,in
,,,"{'id': None, 'name': 'Sci.news'}",News Staff,Astronomers Detect Variability in Extragalactic X-ray Jets - Sci.News,"Astronomers discovered only relatively recently that black hole jets emit X-rays, and how the jets accelerate particles to this high-energy state is a mystery.",https://www.sci.news/astronomy/extragalactic-x-ray-jet-variability-11960.html,https://cdn.sci.news/images/2018/09/image_6399-GW170817-Jet.jpg,2023-05-30T16:38:46Z,"Astronomers discovered only relatively recently that black hole jets emit X-rays, and how the jets accelerate particles to this high-energy state is a mystery. One leading model of how such jets geneâ€¦ [+2551 chars]",science,in
,,,"{'id': None, 'name': 'WION'}",WION Web Team,"Microrobots, smaller than human hair, could soon be used to treat humans - WION","Microrobots, smaller than human hair, could soon be used to treat humans",https://www.wionews.com/science/microrobots-smaller-than-human-hair-could-soon-be-used-to-treat-humans-598444,http://cdn.wionews.com/sites/default/files/2023/05/30/355575-byandreadanti.jpg,2023-05-30T15:08:38Z,"How to deliver prescription drugs to hard-to-reach places inside the human body? Medical science could soon allow doctors to deploy tiny, self-propelled microrobots to do the job. Researchers at the â€¦ [+2777 chars]",science,in
,,,"{'id': None, 'name': 'Phys.Org'}",Bob Yirka,Simulations suggest interstellar objects could be captured by Earth's gravity - Phys.org,"A quartet of space scientists, two from Carnegie Mellon University and two from Harvard University, has found via simulations that it should be possible for interstellar objects to be captured by Earth's gravity. The team, made up of Diptajyoti Mukherjee, Hy â€¦",https://phys.org/news/2023-05-simulations-interstellar-captured-earth-gravity.html,https://scx2.b-cdn.net/gfx/news/hires/2023/simulations-suggest-in.jpg,2023-05-30T15:00:03Z,"A quartet of space scientists, two from Carnegie Mellon University and two from Harvard University, has found via simulations that it should be possible for interstellar objects to be captured by Earâ€¦ [+2699 chars]",science,in
,,,"{'id': None, 'name': 'News-Medical.Net'}",,RNA plays a role in regulating cell fate in the early mouse embryo - News-Medical.Net,"The early stages of embryonic development contain many of life's mysteries. Unlocking these mysteries can help us better understand early development and birth defects, and help develop new regenerative medicine treatments.",https://www.news-medical.net/news/20230530/RNA-plays-a-role-in-regulating-cell-fate-in-the-early-mouse-embryo.aspx,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2017/6/Anatomical_structure_of_biological_animal_cell_with_organelles-eranicle_1d73b50575dc4546875a4a2fc7d429a6-620x480.jpg,2023-05-30T14:53:00Z,"The early stages of embryonic development contain many of life's mysteries. Unlocking these mysteries can help us better understand early development and birth defects, and help develop new regeneratâ€¦ [+2563 chars]",science,in
